SourceTimeStamp,AVG_SPEED,JOB_DONE,claw_ccw,claw_cw,claw_pos,claw_pos_AI,claw_sp_pos,disturbance_pos_end,disturbance_pos_ini,disturbance_value,err,home,x_bwd,x_disturbance,x_done,x_filt_speed,x_fwd,x_pos,x_pos_AI,x_sp_pos,x_speed,y_bwd,y_disturbance,y_done,y_filt_speed,y_fwd,y_pos,y_pos_AI,y_sp_pos,y_speed,z_disturbance,z_done,z_dwn,z_filt_speed,z_pos,z_pos_AI,z_sp_pos,z_speed,z_up,client_id,has_fault
2025-12-14 15:30:33.587000+00:00,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4e-05,0.0,4.23973,11722.0,4.5,0.0,0.0,0.0,0.0,-1.23581,0.0,3.72975,10312.0,3.8,0.0,0.0,1.0,0.0,-3e-05,3.9898,11031.0,4.2,0.0,0.0,B,0
2025-12-14 15:30:33.689000+00:00,-2e-05,,,,,,,,,,,,1.0,,0.0,-2e-05,,,,2.0,,1.0,,,-0.6179,,,,1.0,,,0.0,1.0,-2e-05,,,1.0,,,B,0
2025-12-14 15:30:33.789000+00:00,-1e-05,,,,,,,,,,,,,,,-1e-05,,,,,,,,,-0.30895,,,,,,,,,-1e-05,,,,,,B,0
2025-12-14 15:30:33.887000+00:00,-0.0,,,,,,,,,,,,,,,-1e-05,,4.12977,11418.0,,,,,,-0.15448,,3.6697,10146.0,,,,,,-0.0,3.95978,10948.0,,,,B,0
2025-12-14 15:30:33.987000+00:00,,,,,,,,,,,,,,,,,,3.85995,10672.0,,-1.09954,,,,,,3.51997,9732.0,,-0.6004,,,,,3.75,10368.0,,-0.3002,,B,0
2025-12-14 15:30:34.090000+00:00,-0.1501,,,,,,,,,,,,,,,-0.54977,,,,,-2.6982,,,,-0.37744,,,,,-1.4974,,,,-0.1501,,,,-2.0978,,B,0
2025-12-14 15:30:34.190000+00:00,-1.12395,,,,,,,,,,,,,,,-1.62399,,3.57964,9897.0,,-2.8031,,,,-0.93742,,3.35974,9289.0,,-1.60228,,,,-1.12395,3.52973,9759.0,,-2.20269,,B,0
2025-12-14 15:30:34.289000+00:00,-1.66332,,,,,,,,,,,,,,,-2.21354,,3.24978,8985.0,,-3.29861,,,,-1.26985,,3.17998,8792.0,,-1.7976,,,,-1.66332,3.2798,9068.0,,-2.49928,,B,0
2025-12-14 15:30:34.389000+00:00,-2.0813,,,,,,,,,,,,,,,-2.75608,,2.97996,8239.0,,-2.69821,,,,-1.53373,,3.01975,8349.0,,-1.60228,,,,-2.0813,3.0599,8460.0,,-2.19908,,B,0
2025-12-14 15:30:34.490000+00:00,-2.14019,,,,,,,,,,,,,,,-2.72714,,2.69965,7464.0,,-2.8031,,,,-1.56801,,2.86965,7934.0,,-1.50101,,,,-2.14019,2.84975,7879.0,,-2.10142,,B,0
