PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp
35,0x000a,1.47307,0x00000000,2025-12-14T15:36:40.010Z,2025-12-14T15:36:40.010Z
34,0x000a,1.2811e-07,0x00000000,2025-12-14T15:36:40.010Z,2025-12-14T15:36:40.010Z
23,0x000a,3.62271e-06,0x00000000,2025-12-14T15:36:40.010Z,2025-12-14T15:36:40.010Z
22,0x000a,1.47307,0x00000000,2025-12-14T15:36:40.010Z,2025-12-14T15:36:40.010Z
21,0x000a,1.2811e-07,0x00000000,2025-12-14T15:36:40.010Z,2025-12-14T15:36:40.010Z
38,0x000a,0,0x00000000,2025-12-14T15:36:40.110Z,2025-12-14T15:36:40.110Z
42,0x0001,false,0x00000000,2025-12-14T15:36:40.210Z,2025-12-14T15:36:40.210Z
40,0x0001,false,0x00000000,2025-12-14T15:36:40.210Z,2025-12-14T15:36:40.210Z
36,0x000a,1.81136e-06,0x00000000,2025-12-14T15:36:40.210Z,2025-12-14T15:36:40.210Z
35,0x000a,0.736537,0x00000000,2025-12-14T15:36:40.210Z,2025-12-14T15:36:40.210Z
34,0x000a,6.4055e-08,0x00000000,2025-12-14T15:36:40.210Z,2025-12-14T15:36:40.210Z
23,0x000a,1.81136e-06,0x00000000,2025-12-14T15:36:40.210Z,2025-12-14T15:36:40.210Z
22,0x000a,0.736537,0x00000000,2025-12-14T15:36:40.210Z,2025-12-14T15:36:40.210Z
21,0x000a,6.4055e-08,0x00000000,2025-12-14T15:36:40.210Z,2025-12-14T15:36:40.210Z
