PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp
17,0x0001,false,0x00000000,2025-12-14T14:58:12.769Z,2025-12-14T14:58:12.769Z
16,0x0001,true,0x00000000,2025-12-14T14:58:12.769Z,2025-12-14T14:58:12.769Z
15,0x0001,false,0x00000000,2025-12-14T14:58:12.769Z,2025-12-14T14:58:12.769Z
14,0x0001,false,0x00000000,2025-12-14T14:58:12.769Z,2025-12-14T14:58:12.769Z
13,0x0001,false,0x00000000,2025-12-14T14:58:12.769Z,2025-12-14T14:58:12.769Z
12,0x000a,10,0x00000000,2025-12-14T14:58:12.767Z,2025-12-14T14:58:12.767Z
11,0x000a,0,0x00000000,2025-12-14T14:58:12.767Z,2025-12-14T14:58:12.767Z
10,0x0004,1000,0x00000000,2025-12-14T14:58:12.767Z,2025-12-14T14:58:12.767Z
9,0x0004,0,0x00000000,2025-12-14T14:58:12.767Z,2025-12-14T14:58:12.767Z
8,0x0004,14681,0x00000000,2025-12-14T14:58:12.767Z,2025-12-14T14:58:12.767Z
7,0x0004,15261,0x00000000,2025-12-14T14:58:12.767Z,2025-12-14T14:58:12.767Z
6,0x0004,14432,0x00000000,2025-12-14T14:58:12.767Z,2025-12-14T14:58:12.767Z
5,0x000a,0,0x00000000,2025-12-14T14:58:12.767Z,2025-12-14T14:58:12.767Z
4,0x000a,5,0x00000000,2025-12-14T14:58:12.767Z,2025-12-14T14:58:12.767Z
3,0x000a,5,0x00000000,2025-12-14T14:58:12.767Z,2025-12-14T14:58:12.767Z
2,0x000a,5,0x00000000,2025-12-14T14:58:12.767Z,2025-12-14T14:58:12.767Z
1,0x0001,false,0x00000000,2025-12-14T14:58:12.767Z,2025-12-14T14:58:12.767Z
39,0x000a,-2.10142,0x00000000,2025-12-14T14:58:13.070Z,2025-12-14T14:58:13.070Z
38,0x000a,-1.39974,0x00000000,2025-12-14T14:58:13.070Z,2025-12-14T14:58:13.070Z
36,0x000a,-2.57114,0x00000000,2025-12-14T14:58:13.070Z,2025-12-14T14:58:13.070Z
35,0x000a,-1.88826,0x00000000,2025-12-14T14:58:13.070Z,2025-12-14T14:58:13.070Z
34,0x000a,0.00925777,0x00000000,2025-12-14T14:58:13.070Z,2025-12-14T14:58:13.070Z
26,0x000a,4.77973,0x00000000,2025-12-14T14:58:13.070Z,2025-12-14T14:58:13.070Z
25,0x000a,5.07993,0x00000000,2025-12-14T14:58:13.070Z,2025-12-14T14:58:13.070Z
23,0x000a,-2.57114,0x00000000,2025-12-14T14:58:13.070Z,2025-12-14T14:58:13.070Z
22,0x000a,-1.88826,0x00000000,2025-12-14T14:58:13.070Z,2025-12-14T14:58:13.070Z
21,0x000a,0.00925777,0x00000000,2025-12-14T14:58:13.070Z,2025-12-14T14:58:13.070Z
18,0x0001,false,0x00000000,2025-12-14T14:58:13.070Z,2025-12-14T14:58:13.070Z
16,0x0001,false,0x00000000,2025-12-14T14:58:13.070Z,2025-12-14T14:58:13.070Z
8,0x0004,13215,0x00000000,2025-12-14T14:58:13.070Z,2025-12-14T14:58:13.070Z
7,0x0004,14045,0x00000000,2025-12-14T14:58:13.070Z,2025-12-14T14:58:13.070Z
42,0x0001,true,0x00000000,2025-12-14T14:58:13.370Z,2025-12-14T14:58:13.370Z
39,0x000a,0,0x00000000,2025-12-14T14:58:13.370Z,2025-12-14T14:58:13.370Z
38,0x000a,0,0x00000000,2025-12-14T14:58:13.370Z,2025-12-14T14:58:13.370Z
36,0x000a,-0.884272,0x00000000,2025-12-14T14:58:13.370Z,2025-12-14T14:58:13.370Z
35,0x000a,-1.23565,0x00000000,2025-12-14T14:58:13.370Z,2025-12-14T14:58:13.370Z
34,0x000a,0.00115722,0x00000000,2025-12-14T14:58:13.370Z,2025-12-14T14:58:13.370Z
25,0x000a,4.98987,0x00000000,2025-12-14T14:58:13.370Z,2025-12-14T14:58:13.370Z
23,0x000a,-0.884272,0x00000000,2025-12-14T14:58:13.370Z,2025-12-14T14:58:13.370Z
22,0x000a,-1.23565,0x00000000,2025-12-14T14:58:13.370Z,2025-12-14T14:58:13.370Z
21,0x000a,0.00115722,0x00000000,2025-12-14T14:58:13.370Z,2025-12-14T14:58:13.370Z
7,0x0004,13796,0x00000000,2025-12-14T14:58:13.368Z,2025-12-14T14:58:13.368Z
42,0x0001,false,0x00000000,2025-12-14T14:58:13.669Z,2025-12-14T14:58:13.669Z
40,0x0001,false,0x00000000,2025-12-14T14:58:13.669Z,2025-12-14T14:58:13.669Z
36,0x000a,-0.110534,0x00000000,2025-12-14T14:58:13.669Z,2025-12-14T14:58:13.669Z
35,0x000a,-0.154457,0x00000000,2025-12-14T14:58:13.669Z,2025-12-14T14:58:13.669Z
34,0x000a,0.000144653,0x00000000,2025-12-14T14:58:13.669Z,2025-12-14T14:58:13.669Z
23,0x000a,-0.110534,0x00000000,2025-12-14T14:58:13.669Z,2025-12-14T14:58:13.669Z
22,0x000a,-0.154457,0x00000000,2025-12-14T14:58:13.669Z,2025-12-14T14:58:13.669Z
21,0x000a,0.000144653,0x00000000,2025-12-14T14:58:13.669Z,2025-12-14T14:58:13.669Z
18,0x0001,true,0x00000000,2025-12-14T14:58:13.669Z,2025-12-14T14:58:13.669Z
16,0x0001,true,0x00000000,2025-12-14T14:58:13.669Z,2025-12-14T14:58:13.669Z
14,0x0001,true,0x00000000,2025-12-14T14:58:13.669Z,2025-12-14T14:58:13.669Z
4,0x000a,0,0x00000000,2025-12-14T14:58:13.669Z,2025-12-14T14:58:13.669Z
3,0x000a,0,0x00000000,2025-12-14T14:58:13.669Z,2025-12-14T14:58:13.669Z
2,0x000a,0,0x00000000,2025-12-14T14:58:13.669Z,2025-12-14T14:58:13.669Z
39,0x000a,-4.49942,0x00000000,2025-12-14T14:58:13.970Z,2025-12-14T14:58:13.970Z
38,0x000a,-3.20096,0x00000000,2025-12-14T14:58:13.970Z,2025-12-14T14:58:13.970Z
37,0x000a,-5.8015,0x00000000,2025-12-14T14:58:13.970Z,2025-12-14T14:58:13.970Z
36,0x000a,-0.177735,0x00000000,2025-12-14T14:58:13.970Z,2025-12-14T14:58:13.970Z
35,0x000a,-0.338817,0x00000000,2025-12-14T14:58:13.970Z,2025-12-14T14:58:13.970Z
34,0x000a,-0.549733,0x00000000,2025-12-14T14:58:13.970Z,2025-12-14T14:58:13.970Z
26,0x000a,4.29977,0x00000000,2025-12-14T14:58:13.970Z,2025-12-14T14:58:13.970Z
25,0x000a,4.60974,0x00000000,2025-12-14T14:58:13.970Z,2025-12-14T14:58:13.970Z
24,0x000a,4.5298,0x00000000,2025-12-14T14:58:13.970Z,2025-12-14T14:58:13.970Z
23,0x000a,-0.177735,0x00000000,2025-12-14T14:58:13.970Z,2025-12-14T14:58:13.970Z
22,0x000a,-0.338817,0x00000000,2025-12-14T14:58:13.970Z,2025-12-14T14:58:13.970Z
21,0x000a,-0.549733,0x00000000,2025-12-14T14:58:13.970Z,2025-12-14T14:58:13.970Z
8,0x0004,11888,0x00000000,2025-12-14T14:58:13.970Z,2025-12-14T14:58:13.970Z
7,0x0004,12745,0x00000000,2025-12-14T14:58:13.970Z,2025-12-14T14:58:13.970Z
6,0x0004,12524,0x00000000,2025-12-14T14:58:13.970Z,2025-12-14T14:58:13.970Z
39,0x000a,-2.10142,0x00000000,2025-12-14T14:58:14.270Z,2025-12-14T14:58:14.270Z
38,0x000a,-1.50102,0x00000000,2025-12-14T14:58:14.270Z,2025-12-14T14:58:14.270Z
37,0x000a,-2.70182,0x00000000,2025-12-14T14:58:14.270Z,2025-12-14T14:58:14.270Z
36,0x000a,-2.10917,0x00000000,2025-12-14T14:58:14.270Z,2025-12-14T14:58:14.270Z
35,0x000a,-1.56733,0x00000000,2025-12-14T14:58:14.270Z,2025-12-14T14:58:14.270Z
34,0x000a,-2.76873,0x00000000,2025-12-14T14:58:14.270Z,2025-12-14T14:58:14.270Z
26,0x000a,3.67983,0x00000000,2025-12-14T14:58:14.270Z,2025-12-14T14:58:14.270Z
25,0x000a,4.15979,0x00000000,2025-12-14T14:58:14.270Z,2025-12-14T14:58:14.270Z
24,0x000a,3.72975,0x00000000,2025-12-14T14:58:14.270Z,2025-12-14T14:58:14.270Z
23,0x000a,-2.10917,0x00000000,2025-12-14T14:58:14.270Z,2025-12-14T14:58:14.270Z
22,0x000a,-1.56733,0x00000000,2025-12-14T14:58:14.270Z,2025-12-14T14:58:14.270Z
21,0x000a,-2.76873,0x00000000,2025-12-14T14:58:14.270Z,2025-12-14T14:58:14.270Z
8,0x0004,10174,0x00000000,2025-12-14T14:58:14.270Z,2025-12-14T14:58:14.270Z
7,0x0004,11501,0x00000000,2025-12-14T14:58:14.270Z,2025-12-14T14:58:14.270Z
6,0x0004,10312,0x00000000,2025-12-14T14:58:14.270Z,2025-12-14T14:58:14.270Z
39,0x000a,-2.49928,0x00000000,2025-12-14T14:58:14.570Z,2025-12-14T14:58:14.570Z
38,0x000a,-1.7976,0x00000000,2025-12-14T14:58:14.570Z,2025-12-14T14:58:14.570Z
37,0x000a,-3.20095,0x00000000,2025-12-14T14:58:14.570Z,2025-12-14T14:58:14.570Z
36,0x000a,-2.07707,0x00000000,2025-12-14T14:58:14.570Z,2025-12-14T14:58:14.570Z
35,0x000a,-1.45867,0x00000000,2025-12-14T14:58:14.570Z,2025-12-14T14:58:14.570Z
34,0x000a,-2.65865,0x00000000,2025-12-14T14:58:14.570Z,2025-12-14T14:58:14.570Z
26,0x000a,3.01975,0x00000000,2025-12-14T14:58:14.570Z,2025-12-14T14:58:14.570Z
25,0x000a,3.68996,0x00000000,2025-12-14T14:58:14.570Z,2025-12-14T14:58:14.570Z
24,0x000a,2.87977,0x00000000,2025-12-14T14:58:14.570Z,2025-12-14T14:58:14.570Z
23,0x000a,-2.07707,0x00000000,2025-12-14T14:58:14.570Z,2025-12-14T14:58:14.570Z
22,0x000a,-1.45867,0x00000000,2025-12-14T14:58:14.570Z,2025-12-14T14:58:14.570Z
21,0x000a,-2.65865,0x00000000,2025-12-14T14:58:14.570Z,2025-12-14T14:58:14.570Z
8,0x0004,8349,0x00000000,2025-12-14T14:58:14.568Z,2025-12-14T14:58:14.568Z
7,0x0004,10202,0x00000000,2025-12-14T14:58:14.568Z,2025-12-14T14:58:14.568Z
6,0x0004,7962,0x00000000,2025-12-14T14:58:14.568Z,2025-12-14T14:58:14.568Z
39,0x000a,-2.0978,0x00000000,2025-12-14T14:58:14.871Z,2025-12-14T14:58:14.871Z
38,0x000a,-1.50101,0x00000000,2025-12-14T14:58:14.871Z,2025-12-14T14:58:14.871Z
37,0x000a,-2.60055,0x00000000,2025-12-14T14:58:14.871Z,2025-12-14T14:58:14.871Z
36,0x000a,-2.14416,0x00000000,2025-12-14T14:58:14.871Z,2025-12-14T14:58:14.871Z
35,0x000a,-1.56457,0x00000000,2025-12-14T14:58:14.871Z,2025-12-14T14:58:14.871Z
34,0x000a,-2.814,0x00000000,2025-12-14T14:58:14.871Z,2025-12-14T14:58:14.871Z
26,0x000a,2.40994,0x00000000,2025-12-14T14:58:14.871Z,2025-12-14T14:58:14.871Z
25,0x000a,3.24978,0x00000000,2025-12-14T14:58:14.871Z,2025-12-14T14:58:14.871Z
24,0x000a,2.07972,0x00000000,2025-12-14T14:58:14.871Z,2025-12-14T14:58:14.871Z
23,0x000a,-2.14416,0x00000000,2025-12-14T14:58:14.871Z,2025-12-14T14:58:14.871Z
22,0x000a,-1.56457,0x00000000,2025-12-14T14:58:14.871Z,2025-12-14T14:58:14.871Z
21,0x000a,-2.814,0x00000000,2025-12-14T14:58:14.871Z,2025-12-14T14:58:14.871Z
8,0x0004,6663,0x00000000,2025-12-14T14:58:14.871Z,2025-12-14T14:58:14.871Z
7,0x0004,8985,0x00000000,2025-12-14T14:58:14.871Z,2025-12-14T14:58:14.871Z
6,0x0004,5750,0x00000000,2025-12-14T14:58:14.871Z,2025-12-14T14:58:14.871Z
39,0x000a,-2.10142,0x00000000,2025-12-14T14:58:15.170Z,2025-12-14T14:58:15.170Z
38,0x000a,-1.50101,0x00000000,2025-12-14T14:58:15.170Z,2025-12-14T14:58:15.170Z
37,0x000a,-2.70182,0x00000000,2025-12-14T14:58:15.170Z,2025-12-14T14:58:15.170Z
36,0x000a,-3.08106,0x00000000,2025-12-14T14:58:15.170Z,2025-12-14T14:58:15.170Z
35,0x000a,-2.23234,0x00000000,2025-12-14T14:58:15.170Z,2025-12-14T14:58:15.170Z
34,0x000a,-4.00165,0x00000000,2025-12-14T14:58:15.170Z,2025-12-14T14:58:15.170Z
26,0x000a,1.78964,0x00000000,2025-12-14T14:58:15.170Z,2025-12-14T14:58:15.170Z
25,0x000a,2.79984,0x00000000,2025-12-14T14:58:15.170Z,2025-12-14T14:58:15.170Z
24,0x000a,1.27966,0x00000000,2025-12-14T14:58:15.170Z,2025-12-14T14:58:15.170Z
23,0x000a,-3.08106,0x00000000,2025-12-14T14:58:15.170Z,2025-12-14T14:58:15.170Z
22,0x000a,-2.23234,0x00000000,2025-12-14T14:58:15.170Z,2025-12-14T14:58:15.170Z
21,0x000a,-4.00165,0x00000000,2025-12-14T14:58:15.170Z,2025-12-14T14:58:15.170Z
8,0x0004,4948,0x00000000,2025-12-14T14:58:15.168Z,2025-12-14T14:58:15.168Z
7,0x0004,7741,0x00000000,2025-12-14T14:58:15.168Z,2025-12-14T14:58:15.168Z
6,0x0004,3538,0x00000000,2025-12-14T14:58:15.168Z,2025-12-14T14:58:15.168Z
39,0x000a,-2.49928,0x00000000,2025-12-14T14:58:15.472Z,2025-12-14T14:58:15.472Z
38,0x000a,-1.80122,0x00000000,2025-12-14T14:58:15.472Z,2025-12-14T14:58:15.472Z
37,0x000a,-3.20095,0x00000000,2025-12-14T14:58:15.472Z,2025-12-14T14:58:15.472Z
36,0x000a,-2.19765,0x00000000,2025-12-14T14:58:15.472Z,2025-12-14T14:58:15.472Z
35,0x000a,-1.54179,0x00000000,2025-12-14T14:58:15.472Z,2025-12-14T14:58:15.472Z
34,0x000a,-2.83808,0x00000000,2025-12-14T14:58:15.472Z,2025-12-14T14:58:15.472Z
26,0x000a,1.12992,0x00000000,2025-12-14T14:58:15.472Z,2025-12-14T14:58:15.472Z
25,0x000a,2.32964,0x00000000,2025-12-14T14:58:15.472Z,2025-12-14T14:58:15.472Z
24,0x000a,0.429688,0x00000000,2025-12-14T14:58:15.472Z,2025-12-14T14:58:15.472Z
23,0x000a,-2.19765,0x00000000,2025-12-14T14:58:15.472Z,2025-12-14T14:58:15.472Z
22,0x000a,-1.54179,0x00000000,2025-12-14T14:58:15.472Z,2025-12-14T14:58:15.472Z
21,0x000a,-2.83808,0x00000000,2025-12-14T14:58:15.472Z,2025-12-14T14:58:15.472Z
8,0x0004,3124,0x00000000,2025-12-14T14:58:15.470Z,2025-12-14T14:58:15.470Z
7,0x0004,6441,0x00000000,2025-12-14T14:58:15.470Z,2025-12-14T14:58:15.470Z
6,0x0004,1188,0x00000000,2025-12-14T14:58:15.470Z,2025-12-14T14:58:15.470Z
39,0x000a,-2.10142,0x00000000,2025-12-14T14:58:15.770Z,2025-12-14T14:58:15.770Z
38,0x000a,-1.50101,0x00000000,2025-12-14T14:58:15.770Z,2025-12-14T14:58:15.770Z
37,0x000a,-1.69994,0x00000000,2025-12-14T14:58:15.770Z,2025-12-14T14:58:15.770Z
36,0x000a,-2.1743,0x00000000,2025-12-14T14:58:15.770Z,2025-12-14T14:58:15.770Z
35,0x000a,-1.58445,0x00000000,2025-12-14T14:58:15.770Z,2025-12-14T14:58:15.770Z
34,0x000a,-2.80822,0x00000000,2025-12-14T14:58:15.770Z,2025-12-14T14:58:15.770Z
28,0x0004,0,0x00000000,2025-12-14T14:58:15.770Z,2025-12-14T14:58:15.770Z
26,0x000a,0.519748,0x00000000,2025-12-14T14:58:15.770Z,2025-12-14T14:58:15.770Z
25,0x000a,1.88983,0x00000000,2025-12-14T14:58:15.770Z,2025-12-14T14:58:15.770Z
24,0x000a,0,0x00000000,2025-12-14T14:58:15.770Z,2025-12-14T14:58:15.770Z
23,0x000a,-2.1743,0x00000000,2025-12-14T14:58:15.770Z,2025-12-14T14:58:15.770Z
22,0x000a,-1.58445,0x00000000,2025-12-14T14:58:15.770Z,2025-12-14T14:58:15.770Z
21,0x000a,-2.80822,0x00000000,2025-12-14T14:58:15.770Z,2025-12-14T14:58:15.770Z
14,0x0001,false,0x00000000,2025-12-14T14:58:15.770Z,2025-12-14T14:58:15.770Z
8,0x0004,1437,0x00000000,2025-12-14T14:58:15.768Z,2025-12-14T14:58:15.768Z
7,0x0004,5225,0x00000000,2025-12-14T14:58:15.768Z,2025-12-14T14:58:15.768Z
6,0x0004,0,0x00000000,2025-12-14T14:58:15.768Z,2025-12-14T14:58:15.768Z
40,0x0001,true,0x00000000,2025-12-14T14:58:16.069Z,2025-12-14T14:58:16.069Z
39,0x000a,-2.00014,0x00000000,2025-12-14T14:58:16.069Z,2025-12-14T14:58:16.069Z
38,0x000a,-1.4974,0x00000000,2025-12-14T14:58:16.069Z,2025-12-14T14:58:16.069Z
37,0x000a,0,0x00000000,2025-12-14T14:58:16.069Z,2025-12-14T14:58:16.069Z
36,0x000a,-2.0834,0x00000000,2025-12-14T14:58:16.069Z,2025-12-14T14:58:16.069Z
35,0x000a,-1.48612,0x00000000,2025-12-14T14:58:16.069Z,2025-12-14T14:58:16.069Z
34,0x000a,-0.563521,0x00000000,2025-12-14T14:58:16.069Z,2025-12-14T14:58:16.069Z
30,0x0004,0,0x00000000,2025-12-14T14:58:16.069Z,2025-12-14T14:58:16.069Z
26,0x000a,0,0x00000000,2025-12-14T14:58:16.069Z,2025-12-14T14:58:16.069Z
25,0x000a,1.43989,0x00000000,2025-12-14T14:58:16.069Z,2025-12-14T14:58:16.069Z
23,0x000a,-2.0834,0x00000000,2025-12-14T14:58:16.069Z,2025-12-14T14:58:16.069Z
22,0x000a,-1.48612,0x00000000,2025-12-14T14:58:16.069Z,2025-12-14T14:58:16.069Z
21,0x000a,-0.563521,0x00000000,2025-12-14T14:58:16.069Z,2025-12-14T14:58:16.069Z
18,0x0001,false,0x00000000,2025-12-14T14:58:16.069Z,2025-12-14T14:58:16.069Z
8,0x0004,0,0x00000000,2025-12-14T14:58:16.069Z,2025-12-14T14:58:16.069Z
7,0x0004,3981,0x00000000,2025-12-14T14:58:16.069Z,2025-12-14T14:58:16.069Z
39,0x000a,0,0x00000000,2025-12-14T14:58:16.370Z,2025-12-14T14:58:16.370Z
38,0x000a,-1.50101,0x00000000,2025-12-14T14:58:16.370Z,2025-12-14T14:58:16.370Z
36,0x000a,-0.785328,0x00000000,2025-12-14T14:58:16.370Z,2025-12-14T14:58:16.370Z
35,0x000a,-1.92369,0x00000000,2025-12-14T14:58:16.370Z,2025-12-14T14:58:16.370Z
34,0x000a,-0.0704401,0x00000000,2025-12-14T14:58:16.370Z,2025-12-14T14:58:16.370Z
25,0x000a,0.96969,0x00000000,2025-12-14T14:58:16.370Z,2025-12-14T14:58:16.370Z
23,0x000a,-0.785328,0x00000000,2025-12-14T14:58:16.370Z,2025-12-14T14:58:16.370Z
22,0x000a,-1.92369,0x00000000,2025-12-14T14:58:16.370Z,2025-12-14T14:58:16.370Z
21,0x000a,-0.0704401,0x00000000,2025-12-14T14:58:16.370Z,2025-12-14T14:58:16.370Z
7,0x0004,2681,0x00000000,2025-12-14T14:58:16.368Z,2025-12-14T14:58:16.368Z
42,0x0001,true,0x00000000,2025-12-14T14:58:16.672Z,2025-12-14T14:58:16.672Z
36,0x000a,-0.196332,0x00000000,2025-12-14T14:58:16.672Z,2025-12-14T14:58:16.672Z
35,0x000a,-1.60487,0x00000000,2025-12-14T14:58:16.672Z,2025-12-14T14:58:16.672Z
34,0x000a,-0.01761,0x00000000,2025-12-14T14:58:16.672Z,2025-12-14T14:58:16.672Z
25,0x000a,0.529876,0x00000000,2025-12-14T14:58:16.672Z,2025-12-14T14:58:16.672Z
23,0x000a,-0.196332,0x00000000,2025-12-14T14:58:16.672Z,2025-12-14T14:58:16.672Z
22,0x000a,-1.60487,0x00000000,2025-12-14T14:58:16.672Z,2025-12-14T14:58:16.672Z
21,0x000a,-0.01761,0x00000000,2025-12-14T14:58:16.672Z,2025-12-14T14:58:16.672Z
7,0x0004,1465,0x00000000,2025-12-14T14:58:16.667Z,2025-12-14T14:58:16.667Z
38,0x000a,-1.80122,0x00000000,2025-12-14T14:58:16.970Z,2025-12-14T14:58:16.970Z
36,0x000a,-0.0245415,0x00000000,2025-12-14T14:58:16.970Z,2025-12-14T14:58:16.970Z
35,0x000a,-1.48868,0x00000000,2025-12-14T14:58:16.970Z,2025-12-14T14:58:16.970Z
34,0x000a,-0.00220125,0x00000000,2025-12-14T14:58:16.970Z,2025-12-14T14:58:16.970Z
25,0x000a,0.0499132,0x00000000,2025-12-14T14:58:16.970Z,2025-12-14T14:58:16.970Z
23,0x000a,-0.0245415,0x00000000,2025-12-14T14:58:16.970Z,2025-12-14T14:58:16.970Z
22,0x000a,-1.48868,0x00000000,2025-12-14T14:58:16.970Z,2025-12-14T14:58:16.970Z
21,0x000a,-0.00220125,0x00000000,2025-12-14T14:58:16.970Z,2025-12-14T14:58:16.970Z
16,0x0001,false,0x00000000,2025-12-14T14:58:16.970Z,2025-12-14T14:58:16.970Z
7,0x0004,138,0x00000000,2025-12-14T14:58:16.970Z,2025-12-14T14:58:16.970Z
38,0x000a,-0.499132,0x00000000,2025-12-14T14:58:17.271Z,2025-12-14T14:58:17.271Z
36,0x000a,-0.00306769,0x00000000,2025-12-14T14:58:17.271Z,2025-12-14T14:58:17.271Z
35,0x000a,-1.03515,0x00000000,2025-12-14T14:58:17.271Z,2025-12-14T14:58:17.271Z
34,0x000a,-0.000275157,0x00000000,2025-12-14T14:58:17.271Z,2025-12-14T14:58:17.271Z
29,0x0004,0,0x00000000,2025-12-14T14:58:17.271Z,2025-12-14T14:58:17.271Z
25,0x000a,0,0x00000000,2025-12-14T14:58:17.271Z,2025-12-14T14:58:17.271Z
23,0x000a,-0.00306769,0x00000000,2025-12-14T14:58:17.271Z,2025-12-14T14:58:17.271Z
22,0x000a,-1.03515,0x00000000,2025-12-14T14:58:17.271Z,2025-12-14T14:58:17.271Z
21,0x000a,-0.000275157,0x00000000,2025-12-14T14:58:17.271Z,2025-12-14T14:58:17.271Z
7,0x0004,0,0x00000000,2025-12-14T14:58:17.269Z,2025-12-14T14:58:17.269Z
42,0x0001,false,0x00000000,2025-12-14T14:58:17.571Z,2025-12-14T14:58:17.571Z
40,0x0001,false,0x00000000,2025-12-14T14:58:17.571Z,2025-12-14T14:58:17.571Z
38,0x000a,0,0x00000000,2025-12-14T14:58:17.571Z,2025-12-14T14:58:17.571Z
36,0x000a,-0.000766921,0x00000000,2025-12-14T14:58:17.571Z,2025-12-14T14:58:17.571Z
35,0x000a,-0.258788,0x00000000,2025-12-14T14:58:17.571Z,2025-12-14T14:58:17.571Z
34,0x000a,-6.87892e-05,0x00000000,2025-12-14T14:58:17.571Z,2025-12-14T14:58:17.571Z
23,0x000a,-0.000766921,0x00000000,2025-12-14T14:58:17.571Z,2025-12-14T14:58:17.571Z
22,0x000a,-0.258788,0x00000000,2025-12-14T14:58:17.571Z,2025-12-14T14:58:17.571Z
21,0x000a,-6.87892e-05,0x00000000,2025-12-14T14:58:17.571Z,2025-12-14T14:58:17.571Z
17,0x0001,true,0x00000000,2025-12-14T14:58:17.571Z,2025-12-14T14:58:17.571Z
15,0x0001,true,0x00000000,2025-12-14T14:58:17.571Z,2025-12-14T14:58:17.571Z
13,0x0001,true,0x00000000,2025-12-14T14:58:17.571Z,2025-12-14T14:58:17.571Z
4,0x000a,10,0x00000000,2025-12-14T14:58:17.569Z,2025-12-14T14:58:17.569Z
3,0x000a,9,0x00000000,2025-12-14T14:58:17.569Z,2025-12-14T14:58:17.569Z
2,0x000a,8,0x00000000,2025-12-14T14:58:17.569Z,2025-12-14T14:58:17.569Z
39,0x000a,2.00014,0x00000000,2025-12-14T14:58:17.872Z,2025-12-14T14:58:17.872Z
38,0x000a,1.50101,0x00000000,2025-12-14T14:58:17.872Z,2025-12-14T14:58:17.872Z
37,0x000a,2.70182,0x00000000,2025-12-14T14:58:17.872Z,2025-12-14T14:58:17.872Z
36,0x000a,1.09854,0x00000000,2025-12-14T14:58:17.872Z,2025-12-14T14:58:17.872Z
35,0x000a,0.867355,0x00000000,2025-12-14T14:58:17.872Z,2025-12-14T14:58:17.872Z
34,0x000a,1.62398,0x00000000,2025-12-14T14:58:17.872Z,2025-12-14T14:58:17.872Z
30,0x0004,1000,0x00000000,2025-12-14T14:58:17.872Z,2025-12-14T14:58:17.872Z
29,0x0004,1000,0x00000000,2025-12-14T14:58:17.872Z,2025-12-14T14:58:17.872Z
28,0x0004,1000,0x00000000,2025-12-14T14:58:17.872Z,2025-12-14T14:58:17.872Z
26,0x000a,0.429688,0x00000000,2025-12-14T14:58:17.872Z,2025-12-14T14:58:17.872Z
25,0x000a,0.359881,0x00000000,2025-12-14T14:58:17.872Z,2025-12-14T14:58:17.872Z
