SourceTimeStamp,AVG_SPEED,JOB_DONE,claw_ccw,claw_cw,claw_pos,claw_pos_AI,claw_sp_pos,disturbance_pos_end,disturbance_pos_ini,disturbance_value,err,home,x_bwd,x_disturbance,x_done,x_filt_speed,x_fwd,x_pos,x_pos_AI,x_sp_pos,x_speed,y_bwd,y_disturbance,y_done,y_filt_speed,y_fwd,y_pos,y_pos_AI,y_sp_pos,y_speed,z_disturbance,z_done,z_dwn,z_filt_speed,z_pos,z_pos_AI,z_sp_pos,z_speed,z_up,client_id,has_fault
2025-12-14 14:58:12.769000+00:00,-2.18633,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1000.0,0.0,0.0,0.0,1000.0,1.0,0.03703,0.0,5.21991,14432.0,5.0,0.0,1.0,1000.0,0.0,-1.54898,0.0,5.51975,15261.0,5.0,-3.00202,1000.0,0.0,1.0,-2.18633,5.30997,14681.0,5.0,-4.09795,0.0,A,0
2025-12-14 14:58:13.070000+00:00,-2.57114,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1000.0,0.0,0.0,0.0,1000.0,1.0,0.00926,0.0,5.21991,14432.0,5.0,0.0,0.0,1000.0,0.0,-1.88826,0.0,5.07993,14045.0,5.0,-1.39974,1000.0,0.0,0.0,-2.57114,4.77973,13215.0,5.0,-2.10142,0.0,A,0
2025-12-14 14:58:13.368000+00:00,-2.57114,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1000.0,0.0,0.0,0.0,1000.0,1.0,0.00926,0.0,5.21991,14432.0,5.0,0.0,0.0,1000.0,0.0,-1.88826,0.0,5.07993,13796.0,5.0,-1.39974,1000.0,0.0,0.0,-2.57114,4.77973,13215.0,5.0,-2.10142,0.0,A,0
2025-12-14 14:58:13.370000+00:00,-0.88427,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1000.0,0.0,0.0,0.0,1000.0,1.0,0.00116,0.0,5.21991,14432.0,5.0,0.0,0.0,1000.0,0.0,-1.23565,0.0,4.98987,13796.0,5.0,0.0,1000.0,1.0,0.0,-0.88427,4.77973,13215.0,5.0,0.0,0.0,A,0
2025-12-14 14:58:13.669000+00:00,-0.11053,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1000.0,0.0,0.0,1.0,1000.0,0.0,0.00014,0.0,5.21991,14432.0,0.0,0.0,1.0,1000.0,0.0,-0.15446,0.0,4.98987,13796.0,0.0,0.0,1000.0,0.0,1.0,-0.11053,4.77973,13215.0,0.0,0.0,0.0,A,0
2025-12-14 14:58:13.970000+00:00,-0.17774,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1000.0,0.0,0.0,1.0,1000.0,0.0,-0.54973,0.0,4.5298,12524.0,0.0,-5.8015,1.0,1000.0,0.0,-0.33882,0.0,4.60974,12745.0,0.0,-3.20096,1000.0,0.0,1.0,-0.17774,4.29977,11888.0,0.0,-4.49942,0.0,A,0
2025-12-14 14:58:14.270000+00:00,-2.10917,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1000.0,0.0,0.0,1.0,1000.0,0.0,-2.76873,0.0,3.72975,10312.0,0.0,-2.70182,1.0,1000.0,0.0,-1.56733,0.0,4.15979,11501.0,0.0,-1.50102,1000.0,0.0,1.0,-2.10917,3.67983,10174.0,0.0,-2.10142,0.0,A,0
2025-12-14 14:58:14.568000+00:00,-2.10917,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1000.0,0.0,0.0,1.0,1000.0,0.0,-2.76873,0.0,3.72975,7962.0,0.0,-2.70182,1.0,1000.0,0.0,-1.56733,0.0,4.15979,10202.0,0.0,-1.50102,1000.0,0.0,1.0,-2.10917,3.67983,8349.0,0.0,-2.10142,0.0,A,0
2025-12-14 14:58:14.570000+00:00,-2.07707,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1000.0,0.0,0.0,1.0,1000.0,0.0,-2.65865,0.0,2.87977,7962.0,0.0,-3.20095,1.0,1000.0,0.0,-1.45867,0.0,3.68996,10202.0,0.0,-1.7976,1000.0,0.0,1.0,-2.07707,3.01975,8349.0,0.0,-2.49928,0.0,A,0
2025-12-14 14:58:14.871000+00:00,-2.14416,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1000.0,0.0,0.0,1.0,1000.0,0.0,-2.814,0.0,2.07972,5750.0,0.0,-2.60055,1.0,1000.0,0.0,-1.56457,0.0,3.24978,8985.0,0.0,-1.50101,1000.0,0.0,1.0,-2.14416,2.40994,6663.0,0.0,-2.0978,0.0,A,0
